Brand,Keyword,Country,Tier,Volume_Google,Volume_Ahrefs,Trend_Percent,My_Sites,Total_Volume
1Xbet,1Xbet casino,MX,Tier3,390,500,-34,6,890
1Xbet,1Xbet casino,NL,Tier1,70,100,0,0,170
1Xbet,1Xbet casino,PL,Tier2,140,70,100,1,210
1Xbet,1Xbet casino,UZ,Tier3,90,70,-36,6,160
1bet,1 bet,AR,Tier3,0,250,0,1,250
1bet,1 bet,BR,Tier3,0,300,0,5,300
1bet,1 bet,CZ,Tier2,0,10,0,0,10
1bet,1 bet,DK,Tier1,0,100,0,0,100
1bet,1 bet,ES,Tier1,0,2100,0,1,2100
1bet,1 bet,FR,Tier2,0,40,0,0,40
1bet,1 bet,GB,Tier1,0,100,0,3,100
1bet,1 bet,HU,Tier2,0,250,0,1,250
1bet,1 bet,IN,Tier3,0,400,0,0,400
1bet,1 bet,IT,Tier1,0,450,0,1,450
1bet,1 bet,JP,Tier2,0,10,0,0,10
1bet,1 bet,MX,Tier3,0,50,0,0,50
1bet,1 bet,NL,Tier1,0,20,0,1,20
1bet,1 bet,PL,Tier2,0,30,0,0,30
1bet,1 bet,UZ,Tier3,0,70,0,0,70
1bet,1 bet casino,AR,Tier3,0,20,0,1,20
1bet,1 bet casino,BR,Tier3,0,40,0,5,40
1bet,1 bet casino,CZ,Tier2,0,0,0,0,0
1bet,1 bet casino,DK,Tier1,0,0,0,0,0
1bet,1 bet casino,ES,Tier1,0,0,0,1,0
1bet,1 bet casino,FR,Tier2,0,0,0,0,0
1bet,1 bet casino,GB,Tier1,0,10,0,3,10
1bet,1 bet casino,HU,Tier2,0,10,0,1,10
1bet,1 bet casino,IN,Tier3,0,10,0,0,10
1bet,1 bet casino,IT,Tier1,0,70,0,1,70
1bet,1 bet casino,JP,Tier2,0,0,0,0,0
1bet,1 bet casino,MX,Tier3,0,10,0,0,10
1bet,1 bet casino,NL,Tier1,0,0,0,1,0
1bet,1 bet casino,PL,Tier2,0,0,0,0,0
1bet,1 bet casino,UZ,Tier3,0,0,0,0,0
1bet,1bet,AR,Tier3,3600,3700,-18,1,7300
1bet,1bet,BR,Tier3,6600,7100,-19,5,13700
1bet,1bet,CZ,Tier2,70,80,-50,0,150
1bet,1bet,DK,Tier1,880,1300,0,0,2180
1bet,1bet,ES,Tier1,480,350,23,1,830
1bet,1bet,FR,Tier2,390,250,22,0,640
1bet,1bet,GB,Tier1,390,400,0,3,790
1bet,1bet,HU,Tier2,2900,3700,-34,1,6600
1bet,1bet,IN,Tier3,2400,2800,-33,0,5200
1bet,1bet,IT,Tier1,5400,2700,23,1,8100
1bet,1bet,JP,Tier2,260,150,53,0,410
1bet,1bet,MX,Tier3,720,400,22,0,1120
1bet,1bet,NL,Tier1,140,200,-18,1,340
1bet,1bet,PL,Tier2,170,200,0,0,370
1bet,1bet,UZ,Tier3,880,250,49,0,1130
1bet,1bet casino,AR,Tier3,480,300,0,1,780
1bet,1bet casino,BR,Tier3,320,600,0,5,920
1bet,1bet casino,CZ,Tier2,10,10,-50,0,20
1bet,1bet casino,DK,Tier1,10,100,-80,0,110
1bet,1bet casino,ES,Tier1,30,40,-40,1,70
1bet,1bet casino,FR,Tier2,10,50,-50,0,60
1bet,1bet casino,GB,Tier1,40,100,100,3,140
1bet,1bet casino,HU,Tier2,210,150,91,1,360
1bet,1bet casino,IN,Tier3,40,90,0,0,130
1bet,1bet casino,IT,Tier1,590,150,181,1,740
1bet,1bet casino,JP,Tier2,0,10,-100,0,10
1bet,1bet casino,MX,Tier3,260,150,-19,0,410
1bet,1bet casino,NL,Tier1,20,20,100,1,40
1bet,1bet casino,PL,Tier2,140,60,367,0,200
1bet,1bet casino,UZ,Tier3,10,10,0,0,20
1goldbet casino,1goldbet casino,AR,Tier3,0,0,0,0,0
1goldbet casino,1goldbet casino,BR,Tier3,0,0,0,0,0
1goldbet casino,1goldbet casino,CZ,Tier2,0,0,0,0,0
1goldbet casino,1goldbet casino,DK,Tier1,0,0,0,0,0
1goldbet casino,1goldbet casino,ES,Tier1,0,0,0,0,0
1goldbet casino,1goldbet casino,FR,Tier2,0,0,0,0,0
1goldbet casino,1goldbet casino,GB,Tier1,0,0,0,0,0
1goldbet casino,1goldbet casino,HU,Tier2,0,0,0,0,0
1goldbet casino,1goldbet casino,IN,Tier3,0,0,0,0,0
1goldbet casino,1goldbet casino,IT,Tier1,0,0,0,0,0
1goldbet casino,1goldbet casino,JP,Tier2,0,0,0,0,0
1goldbet casino,1goldbet casino,MX,Tier3,0,0,0,0,0
1goldbet casino,1goldbet casino,NL,Tier1,0,0,0,0,0
1goldbet casino,1goldbet casino,PL,Tier2,0,0,0,0,0
1goldbet casino,1goldbet casino,UZ,Tier3,0,0,0,0,0
1goldbet casino,1goldbetcasino,AR,Tier3,0,0,0,0,0
1goldbet casino,1goldbetcasino,BR,Tier3,0,0,0,0,0
1goldbet casino,1goldbetcasino,CZ,Tier2,0,0,0,0,0
1goldbet casino,1goldbetcasino,DK,Tier1,0,0,0,0,0
1goldbet casino,1goldbetcasino,ES,Tier1,0,0,0,0,0
1goldbet casino,1goldbetcasino,FR,Tier2,0,0,0,0,0
1goldbet casino,1goldbetcasino,GB,Tier1,0,0,0,0,0
1goldbet casino,1goldbetcasino,HU,Tier2,0,0,0,0,0
1goldbet casino,1goldbetcasino,IN,Tier3,0,0,0,0,0
1goldbet casino,1goldbetcasino,IT,Tier1,0,0,0,0,0
1goldbet casino,1goldbetcasino,JP,Tier2,0,0,0,0,0
1goldbet casino,1goldbetcasino,MX,Tier3,0,0,0,0,0
1goldbet casino,1goldbetcasino,NL,Tier1,0,0,0,0,0
1goldbet casino,1goldbetcasino,PL,Tier2,0,0,0,0,0
1goldbet casino,1goldbetcasino,UZ,Tier3,0,0,0,0,0
1good bet,1good bet,AR,Tier3,0,0,0,0,0
1good bet,1good bet,BR,Tier3,10,0,0,0,10
1good bet,1good bet,CZ,Tier2,0,0,0,0,0
1good bet,1good bet,DK,Tier1,0,0,0,0,0
1good bet,1good bet,ES,Tier1,0,0,0,0,0
1good bet,1good bet,FR,Tier2,0,0,0,0,0
1good bet,1good bet,GB,Tier1,0,0,0,0,0
1good bet,1good bet,HU,Tier2,0,0,0,0,0
1good bet,1good bet,IN,Tier3,0,0,-100,0,0
1good bet,1good bet,IT,Tier1,0,0,0,0,0
1good bet,1good bet,JP,Tier2,0,0,0,0,0
1good bet,1good bet,MX,Tier3,0,0,0,0,0
1good bet,1good bet,NL,Tier1,0,0,0,0,0
1good bet,1good bet,PL,Tier2,0,0,-100,0,0
1good bet,1good bet,UZ,Tier3,0,0,0,0,0
1good bet,1good bet casino,AR,Tier3,0,0,0,0,0
1good bet,1good bet casino,BR,Tier3,0,0,0,0,0
1good bet,1good bet casino,CZ,Tier2,0,0,0,0,0
1good bet,1good bet casino,DK,Tier1,0,0,-100,0,0
1good bet,1good bet casino,ES,Tier1,0,0,0,0,0
1good bet,1good bet casino,FR,Tier2,0,0,0,0,0
1good bet,1good bet casino,GB,Tier1,10,0,0,0,10
1good bet,1good bet casino,HU,Tier2,0,0,0,0,0
1good bet,1good bet casino,IN,Tier3,0,0,0,0,0
1good bet,1good bet casino,IT,Tier1,0,0,0,0,0
1good bet,1good bet casino,JP,Tier2,0,0,0,0,0
1good bet,1good bet casino,MX,Tier3,0,0,0,0,0
1good bet,1good bet casino,NL,Tier1,0,0,0,0,0
1good bet,1good bet casino,PL,Tier2,0,0,0,0,0
1good bet,1good bet casino,UZ,Tier3,0,0,0,0,0
1good bet,1goodbet,AR,Tier3,0,0,-100,0,0
1good bet,1goodbet,BR,Tier3,10,10,0,0,20
1good bet,1goodbet,CZ,Tier2,10,0,0,0,10
1good bet,1goodbet,DK,Tier1,0,0,0,0,0
1good bet,1goodbet,ES,Tier1,0,0,0,0,0
1good bet,1goodbet,FR,Tier2,0,0,0,0,0
1good bet,1goodbet,GB,Tier1,10,0,0,0,10
1good bet,1goodbet,HU,Tier2,0,0,0,0,0
1good bet,1goodbet,IN,Tier3,0,0,-100,0,0
1good bet,1goodbet,IT,Tier1,10,0,0,0,10
1good bet,1goodbet,JP,Tier2,0,0,0,0,0
1good bet,1goodbet,MX,Tier3,10,0,0,0,10
1good bet,1goodbet,NL,Tier1,10,0,0,0,10
1good bet,1goodbet,PL,Tier2,10,0,0,0,10
1good bet,1goodbet,UZ,Tier3,0,0,0,0,0
1good bet,1goodbet casino,AR,Tier3,0,0,0,0,0
1good bet,1goodbet casino,BR,Tier3,10,0,0,0,10
1good bet,1goodbet casino,CZ,Tier2,10,0,0,0,10
1good bet,1goodbet casino,DK,Tier1,0,0,0,0,0
1good bet,1goodbet casino,ES,Tier1,0,0,0,0,0
1good bet,1goodbet casino,FR,Tier2,0,0,0,0,0
1good bet,1goodbet casino,GB,Tier1,0,0,0,0,0
1good bet,1goodbet casino,HU,Tier2,0,0,0,0,0
1good bet,1goodbet casino,IN,Tier3,0,0,0,0,0
1good bet,1goodbet casino,IT,Tier1,0,0,0,0,0
1good bet,1goodbet casino,JP,Tier2,0,0,0,0,0
1good bet,1goodbet casino,MX,Tier3,0,0,0,0,0
1good bet,1goodbet casino,NL,Tier1,0,0,0,0,0
1good bet,1goodbet casino,PL,Tier2,0,0,0,0,0
1good bet,1goodbet casino,UZ,Tier3,0,0,0,0,0
1win,1 win,AR,Tier3,301000,9900,0,9,310900
1win,1 win,BR,Tier3,301000,13000,0,9,314000
1win,1 win,CZ,Tier2,3600,500,-18,1,4100
1win,1 win,DK,Tier1,720,80,-18,0,800
1win,1 win,ES,Tier1,8100,900,-18,10,9000
1win,1 win,FR,Tier2,9900,600,-18,34,10500
1win,1 win,GB,Tier1,9900,1700,-18,37,11600
1win,1 win,HU,Tier2,1000,100,-23,0,1100
1win,1 win,IN,Tier3,673000,65000,-18,0,738000
1win,1 win,IT,Tier1,5400,600,-33,2,6000
1win,1 win,JP,Tier2,3600,30,-18,8,3630
1win,1 win,MX,Tier3,49500,450,0,1,49950
1win,1 win,NL,Tier1,12100,800,0,0,12900
1win,1 win,PL,Tier2,9900,500,0,2,10400
1win,1 win,UZ,Tier3,110000,4700,-19,7,114700
1win,1 win casino,AR,Tier3,40500,150,49,9,40650
1win,1 win casino,BR,Tier3,4400,300,0,9,4700
1win,1 win casino,CZ,Tier2,390,30,129,1,420
1win,1 win casino,DK,Tier1,170,10,750,0,180
1win,1 win casino,ES,Tier1,320,50,23,10,370
1win,1 win casino,FR,Tier2,590,60,84,34,650
1win,1 win casino,GB,Tier1,1000,200,39,37,1200
1win,1 win casino,HU,Tier2,210,10,200,0,220
1win,1 win casino,IN,Tier3,5400,200,184,0,5600
1win,1 win casino,IT,Tier1,390,60,22,2,450
1win,1 win casino,JP,Tier2,140,30,56,8,170
1win,1 win casino,MX,Tier3,3600,150,89,1,3750
1win,1 win casino,NL,Tier1,590,30,127,0,620
1win,1 win casino,PL,Tier2,880,40,83,2,920
1win,1 win casino,UZ,Tier3,1300,150,30,7,1450
1win,1win,AR,Tier3,0,139000,0,9,139000
1win,1win,BR,Tier3,0,154000,0,9,154000
1win,1win,CZ,Tier2,0,2500,0,1,2500
1win,1win,DK,Tier1,0,800,0,0,800
1win,1win,ES,Tier1,0,6600,0,10,6600
1win,1win,FR,Tier2,0,5200,0,34,5200
1win,1win,GB,Tier1,0,8900,0,37,8900
1win,1win,HU,Tier2,0,450,0,0,450
1win,1win,IN,Tier3,0,359000,0,0,359000
1win,1win,IT,Tier1,0,6900,0,2,6900
1win,1win,JP,Tier2,0,1200,0,8,1200
1win,1win,MX,Tier3,0,25000,0,1,25000
1win,1win,NL,Tier1,0,4000,0,0,4000
1win,1win,PL,Tier2,0,3600,0,2,3600
1win,1win,UZ,Tier3,0,23000,0,7,23000
1win,1win casino,AR,Tier3,0,15000,0,9,15000
1win,1win casino,BR,Tier3,0,6000,0,9,6000
1win,1win casino,CZ,Tier2,0,600,0,1,600
1win,1win casino,DK,Tier1,0,50,0,0,50
1win,1win casino,ES,Tier1,0,400,0,10,400
1win,1win casino,FR,Tier2,0,300,0,34,300
1win,1win casino,GB,Tier1,0,150,0,37,150
1win,1win casino,HU,Tier2,0,100,0,0,100
1win,1win casino,IN,Tier3,0,2200,0,0,2200
1win,1win casino,IT,Tier1,0,400,0,2,400
1win,1win casino,JP,Tier2,0,150,0,8,150
1win,1win casino,MX,Tier3,0,2000,0,1,2000
1win,1win casino,NL,Tier1,0,600,0,0,600
1win,1win casino,PL,Tier2,0,250,0,2,250
1win,1win casino,UZ,Tier3,0,600,0,7,600
1xCasino,1x Casino,AR,Tier3,390,1000,-46,0,1390
1xCasino,1x Casino,BR,Tier3,880,400,0,0,1280
1xCasino,1x Casino,CZ,Tier2,10,10,0,0,20
1xCasino,1x Casino,DK,Tier1,0,0,0,0,0
1xCasino,1x Casino,ES,Tier1,40500,13000,-33,0,53500
1xCasino,1x Casino,FR,Tier2,20,40,100,0,60
1xCasino,1x Casino,GB,Tier1,10,50,0,0,60
1xCasino,1x Casino,HU,Tier2,10,10,-50,0,20
1xCasino,1x Casino,IN,Tier3,210,200,50,0,410
1xCasino,1x Casino,IT,Tier1,20,20,100,0,40
1xCasino,1x Casino,JP,Tier2,10,10,0,0,20
1xCasino,1x Casino,MX,Tier3,40,30,33,0,70
1xCasino,1x Casino,NL,Tier1,20,20,100,0,40
1xCasino,1x Casino,PL,Tier2,50,50,400,0,100
1xCasino,1x Casino,UZ,Tier3,210,250,50,0,460
1xCasino,1xCasino,AR,Tier3,4400,4100,-19,0,8500
1xCasino,1xCasino,BR,Tier3,1000,600,-38,0,1600
1xCasino,1xCasino,CZ,Tier2,50,40,67,0,90
1xCasino,1xCasino,DK,Tier1,10,0,0,0,10
1xCasino,1xCasino,ES,Tier1,140,50,-33,0,190
1xCasino,1xCasino,FR,Tier2,320,60,-46,0,380
1xCasino,1xCasino,GB,Tier1,4400,150,-33,0,4550
1xCasino,1xCasino,HU,Tier2,10,30,-91,0,40
1xCasino,1xCasino,IN,Tier3,590,700,-55,0,1290
1xCasino,1xCasino,IT,Tier1,170,40,-81,0,210
1xCasino,1xCasino,JP,Tier2,110,60,-21,0,170
1xCasino,1xCasino,MX,Tier3,170,100,-19,0,270
1xCasino,1xCasino,NL,Tier1,90,100,29,0,190
1xCasino,1xCasino,PL,Tier2,480,80,0,0,560
1xCasino,1xCasino,UZ,Tier3,1900,1800,0,0,3700
1xSlots,1x Slots,AR,Tier3,170,150,-35,4,320
1xSlots,1x Slots,BR,Tier3,90,150,80,0,240
1xSlots,1x Slots,CZ,Tier2,10,0,0,0,10
1xSlots,1x Slots,DK,Tier1,0,0,-100,0,0
1xSlots,1x Slots,ES,Tier1,10,20,0,0,30
1xSlots,1x Slots,FR,Tier2,10,10,0,0,20
1xSlots,1x Slots,GB,Tier1,10,60,0,2,70
1xSlots,1x Slots,HU,Tier2,90,70,-47,0,160
1xSlots,1x Slots,IN,Tier3,140,60,180,0,200
1xSlots,1x Slots,IT,Tier1,10,10,0,0,20
1xSlots,1x Slots,JP,Tier2,0,0,0,0,0
1xSlots,1x Slots,MX,Tier3,10,40,-67,0,50
1xSlots,1x Slots,NL,Tier1,10,20,0,0,30
1xSlots,1x Slots,PL,Tier2,10,20,0,0,30
1xSlots,1x Slots,UZ,Tier3,40,40,100,0,80
1xSlots,1x Slots casino,AR,Tier3,20,40,-71,4,60
1xSlots,1x Slots casino,BR,Tier3,30,60,200,0,90
1xSlots,1x Slots casino,CZ,Tier2,0,0,0,0,0
1xSlots,1x Slots casino,DK,Tier1,0,0,0,0,0
1xSlots,1x Slots casino,ES,Tier1,0,0,0,0,0
1xSlots,1x Slots casino,FR,Tier2,10,10,0,0,20
1xSlots,1x Slots casino,GB,Tier1,0,20,-100,2,20
1xSlots,1x Slots casino,HU,Tier2,10,0,0,0,10
1xSlots,1x Slots casino,IN,Tier3,40,40,33,0,80
1xSlots,1x Slots casino,IT,Tier1,0,0,0,0,0
1xSlots,1x Slots casino,JP,Tier2,0,0,0,0,0
1xSlots,1x Slots casino,MX,Tier3,0,0,-100,0,0
1xSlots,1x Slots casino,NL,Tier1,0,10,0,0,10
1xSlots,1x Slots casino,PL,Tier2,0,0,0,0,0
1xSlots,1x Slots casino,UZ,Tier3,10,10,0,0,20
1xSlots,1xSlots,AR,Tier3,40500,31000,-33,4,71500
1xSlots,1xSlots,BR,Tier3,1000,1100,0,0,2100
1xSlots,1xSlots,CZ,Tier2,50,150,-44,0,200
1xSlots,1xSlots,DK,Tier1,10,20,-50,0,30
1xSlots,1xSlots,ES,Tier1,90,100,0,0,190
1xSlots,1xSlots,FR,Tier2,50,80,-29,0,130
1xSlots,1xSlots,GB,Tier1,70,90,-36,2,160
1xSlots,1xSlots,HU,Tier2,1300,350,-70,0,1650
1xSlots,1xSlots,IN,Tier3,480,400,0,0,880
1xSlots,1xSlots,IT,Tier1,70,80,0,0,150
1xSlots,1xSlots,JP,Tier2,40,150,-43,0,190
1xSlots,1xSlots,MX,Tier3,4400,400,0,0,4800
1xSlots,1xSlots,NL,Tier1,170,150,-19,0,320
1xSlots,1xSlots,PL,Tier2,170,200,-19,0,370
1xSlots,1xSlots,UZ,Tier3,480,600,-19,0,1080
1xSlots,1xSlots casino,AR,Tier3,3600,2200,-33,4,5800
1xSlots,1xSlots casino,BR,Tier3,110,300,0,0,410
1xSlots,1xSlots casino,CZ,Tier2,10,80,0,0,90
1xSlots,1xSlots casino,DK,Tier1,0,0,0,0,0
1xSlots,1xSlots casino,ES,Tier1,30,30,200,0,60
1xSlots,1xSlots casino,FR,Tier2,10,30,0,0,40
1xSlots,1xSlots casino,GB,Tier1,50,200,400,2,250
1xSlots,1xSlots casino,HU,Tier2,210,10,-46,0,220
1xSlots,1xSlots casino,IN,Tier3,50,150,0,0,200
1xSlots,1xSlots casino,IT,Tier1,20,30,100,0,50
1xSlots,1xSlots casino,JP,Tier2,10,10,0,0,20
1xSlots,1xSlots casino,MX,Tier3,480,70,-19,0,550
1xSlots,1xSlots casino,NL,Tier1,10,30,0,0,40
1xSlots,1xSlots casino,PL,Tier2,20,20,100,0,40
1xSlots,1xSlots casino,UZ,Tier3,70,70,75,0,140
1xbit,1 xbit,AR,Tier3,0,0,0,0,0
1xbit,1 xbit,BR,Tier3,0,10,0,0,10
1xbit,1 xbit,CZ,Tier2,0,0,0,0,0
1xbit,1 xbit,DK,Tier1,0,0,0,0,0
1xbit,1 xbit,ES,Tier1,0,0,0,0,0
1xbit,1 xbit,FR,Tier2,0,0,0,0,0
1xbit,1 xbit,GB,Tier1,0,0,0,0,0
1xbit,1 xbit,HU,Tier2,0,0,0,0,0
1xbit,1 xbit,IN,Tier3,0,10,0,0,10
1xbit,1 xbit,IT,Tier1,0,0,0,0,0
1xbit,1 xbit,JP,Tier2,0,0,0,0,0
1xbit,1 xbit,MX,Tier3,0,0,0,0,0
1xbit,1 xbit,NL,Tier1,0,0,0,0,0
1xbit,1 xbit,PL,Tier2,0,0,0,0,0
1xbit,1 xbit,UZ,Tier3,0,0,0,0,0
1xbit,1 xbit casino,AR,Tier3,0,0,0,0,0
1xbit,1 xbit casino,BR,Tier3,0,0,0,0,0
1xbit,1 xbit casino,CZ,Tier2,0,0,0,0,0
1xbit,1 xbit casino,DK,Tier1,0,0,0,0,0
1xbit,1 xbit casino,ES,Tier1,0,0,0,0,0
1xbit,1 xbit casino,FR,Tier2,0,0,0,0,0
1xbit,1 xbit casino,GB,Tier1,0,0,0,0,0
1xbit,1 xbit casino,HU,Tier2,0,0,0,0,0
1xbit,1 xbit casino,IN,Tier3,0,0,0,0,0
1xbit,1 xbit casino,IT,Tier1,0,0,0,0,0
1xbit,1 xbit casino,JP,Tier2,0,0,0,0,0
1xbit,1 xbit casino,MX,Tier3,0,0,0,0,0
1xbit,1 xbit casino,NL,Tier1,0,0,0,0,0
1xbit,1 xbit casino,PL,Tier2,0,0,0,0,0
1xbit,1 xbit casino,UZ,Tier3,0,0,0,0,0
1xbit,1xbit,AR,Tier3,590,200,-55,0,790
1xbit,1xbit,BR,Tier3,1000,400,0,0,1400
1xbit,1xbit,CZ,Tier2,140,30,0,0,170
1xbit,1xbit,DK,Tier1,20,20,-60,0,40
1xbit,1xbit,ES,Tier1,480,450,23,0,930
1xbit,1xbit,FR,Tier2,320,300,-56,0,620
1xbit,1xbit,GB,Tier1,480,300,-45,0,780
1xbit,1xbit,HU,Tier2,110,60,-58,0,170
1xbit,1xbit,IN,Tier3,2400,1300,-17,0,3700
1xbit,1xbit,IT,Tier1,480,350,-19,0,830
1xbit,1xbit,JP,Tier2,210,500,-19,0,710
1xbit,1xbit,MX,Tier3,320,90,-33,0,410
1xbit,1xbit,NL,Tier1,260,80,24,0,340
1xbit,1xbit,PL,Tier2,210,150,-34,0,360
1xbit,1xbit,UZ,Tier3,170,80,89,0,250
1xbit,1xbit casino,AR,Tier3,20,10,0,0,30
1xbit,1xbit casino,BR,Tier3,10,60,0,0,70
1xbit,1xbit casino,CZ,Tier2,10,10,0,0,20
1xbit,1xbit casino,DK,Tier1,0,0,0,0,0
1xbit,1xbit casino,ES,Tier1,10,10,0,0,20
1xbit,1xbit casino,FR,Tier2,10,30,-50,0,40
1xbit,1xbit casino,GB,Tier1,10,30,0,0,40
1xbit,1xbit casino,HU,Tier2,10,10,0,0,20
1xbit,1xbit casino,IN,Tier3,20,40,-33,0,60
1xbit,1xbit casino,IT,Tier1,10,10,0,0,20
1xbit,1xbit casino,JP,Tier2,10,10,0,0,20
1xbit,1xbit casino,MX,Tier3,10,10,0,0,20
1xbit,1xbit casino,NL,Tier1,10,10,0,0,20
1xbit,1xbit casino,PL,Tier2,30,60,-57,0,90
1xbit,1xbit casino,UZ,Tier3,10,0,0,0,10
